loss,accuracy,val_loss,val_accuracy
1.1384109258651733,0.3789893686771393,1.0195579528808594,0.43882980942726135
1.0356366634368896,0.4296875298023224,0.9908685684204102,0.4607712924480438
1.0032532215118408,0.4581117331981659,0.9654691815376282,0.5006649494171143
0.9607733488082886,0.4916888475418091,0.9216781258583069,0.5279255509376526
0.912255585193634,0.5354056358337402,0.9414485096931458,0.5285904407501221
0.877536416053772,0.5664893984794617,0.8805354237556458,0.5505319237709045
0.8312439918518066,0.6012300848960876,0.8837391138076782,0.5432181358337402
0.7880946397781372,0.6155253052711487,0.8968102335929871,0.5339096188545227
0.7298284769058228,0.6617354154586792,0.8973954916000366,0.5644947290420532
0.6771053671836853,0.6856715679168701,0.8408316373825073,0.582446813583374
0.6057580709457397,0.7345412373542786,0.9893010258674622,0.5571808815002441
0.5350513458251953,0.7667886018753052,0.8872115612030029,0.582446813583374
0.4829562306404114,0.7893949747085571,0.9269786477088928,0.5857713222503662
0.399564653635025,0.8394282460212708,1.0799202919006348,0.5704787373542786
0.3393450975418091,0.8640292882919312,1.0921485424041748,0.5970745086669922
