0.3561233,0.46818167,0.45511687,0.42705327,0.43366984,0.5044314,0.24254157,0.47052762,0.18909425,0.38111526,0.29950038,0.3934962,0.4156205,0.35046235,0.4738248,0.2871729,0.48888654,0.3727631
0.5095278,0.31512636,0.58026665,0.30829528,0.5406618,0.37763163,0.44629776,0.26386887,0.4374276,0.1826901,0.5004797,0.22368936,0.5844165,0.21940859,0.65449923,0.18644112,0.626434,0.26405233
0.5455969,0.22051376,0.6538741,0.20995437,0.5978814,0.29054636,0.46942028,0.19775926,0.4495208,0.083203375,0.52953154,0.1333745,0.66335195,0.124315485,0.75109404,0.07057191,0.7335339,0.1793539
0.4974382,0.22726226,0.60956484,0.19399126,0.58111703,0.26935196,0.402193,0.25697854,0.3446152,0.14786184,0.45503503,0.1668429,0.57690513,0.12829234,0.6275199,0.057355396,0.66058064,0.16080001
0.49260926,0.3945922,0.6581027,0.3404305,0.605461,0.5046006,0.34685218,0.3480428,0.26276425,0.18399605,0.430511,0.22922917,0.62464625,0.18572743,0.7252876,0.046855666,0.7461555,0.2339569
0.4798896,0.18885846,0.61035675,0.19578631,0.5400867,0.25062236,0.39727166,0.16401696,0.381978,0.058002304,0.47473955,0.1061084,0.63002145,0.11315186,0.73346525,0.08365679,0.7035867,0.16990383
0.2977145,0.41261095,0.5031391,0.48047274,0.2989413,0.6416811,0.26108328,0.27637127,0.2871179,-0.024485145,0.41112506,0.20801099,0.5821081,0.27100986,0.7960269,0.15200981,0.7333918,0.4564612
0.49690565,0.3265,0.62706333,0.32533652,0.51899254,0.4166957,0.44661623,0.2611057,0.42906705,0.1586632,0.5231826,0.22073877,0.678182,0.23098756,0.7984928,0.18775511,0.7632669,0.2964351
0.5237852,0.5946852,0.61638135,0.5824501,0.55325687,0.67085016,0.45215413,0.54056346,0.44988754,0.44823968,0.5244003,0.5067119,0.62273586,0.49333262,0.6968419,0.45390037,0.6711797,0.54528356
0.515129,0.23438458,0.63345265,0.23932922,0.5686866,0.31424206,0.44129434,0.15648702,0.44341892,0.03483757,0.5307562,0.1039056,0.6473376,0.12074654,0.75466377,0.07371119,0.7111837,0.17533807
0.49422935,0.33509004,0.68272305,0.33309025,0.5882704,0.45720986,0.36070335,0.2646296,0.3713724,0.06807546,0.49825066,0.18220216,0.67662525,0.19158699,0.8186467,0.084352314,0.7947487,0.29197347
0.61592215,0.35751373,0.7466979,0.35321486,0.67274636,0.50595415,0.52853954,0.24703297,0.5332242,0.04338667,0.637913,0.17114118,0.75248265,0.1781512,0.8630627,0.072397165,0.82906526,0.27234465
0.4955684,0.5111749,0.5913783,0.40573364,0.60111916,0.54422295,0.35115063,0.5012336,0.25858182,0.43669614,0.39847982,0.39290446,0.52788997,0.2949688,0.5588125,0.17447832,0.6095691,0.27562612
